2024-05-15 21:37:53,600 - Agent - INFO - Game: 0, Score: 0, Reward: -2, Epsilon: 1.0
2024-05-15 21:37:54,169 - Agent - INFO - Game: 1, Score: 0, Reward: 0, Epsilon: 0.995
2024-05-15 21:37:55,798 - Agent - INFO - Game: 2, Score: 0, Reward: -121.5, Epsilon: 0.990025
2024-05-15 21:37:56,945 - Agent - INFO - Game: 3, Score: 0, Reward: -143.5, Epsilon: 0.985074875
2024-05-15 21:37:57,381 - Agent - INFO - Game: 4, Score: 0, Reward: -19.5, Epsilon: 0.9801495006250001
2024-05-15 21:37:58,938 - Agent - INFO - Game: 5, Score: 0, Reward: -106.5, Epsilon: 0.9752487531218751
2024-05-15 21:37:59,312 - Agent - INFO - Game: 6, Score: 0, Reward: -16.0, Epsilon: 0.9703725093562657
2024-05-15 21:37:59,581 - Agent - INFO - Game: 7, Score: 0, Reward: 0, Epsilon: 0.9655206468094844
2024-05-15 21:37:59,885 - Agent - INFO - Game: 8, Score: 0, Reward: 0, Epsilon: 0.960693043575437
2024-05-15 21:38:01,241 - Agent - INFO - Game: 9, Score: 0, Reward: -79.0, Epsilon: 0.9558895783575597
2024-05-15 21:38:01,565 - Agent - INFO - Game: 10, Score: 0, Reward: 0, Epsilon: 0.9511101304657719
2024-05-15 21:38:01,950 - Agent - INFO - Game: 11, Score: 0, Reward: 0, Epsilon: 0.946354579813443
2024-05-15 21:38:02,225 - Agent - INFO - Game: 12, Score: 0, Reward: 0, Epsilon: 0.9416228069143757
2024-05-15 21:38:02,584 - Agent - INFO - Game: 13, Score: 0, Reward: -14.5, Epsilon: 0.9369146928798039
2024-05-15 21:38:03,847 - Agent - INFO - Game: 14, Score: 0, Reward: -61.0, Epsilon: 0.9322301194154049
2024-05-15 21:38:04,276 - Agent - INFO - Game: 15, Score: 0, Reward: -16, Epsilon: 0.9275689688183278
2024-05-15 21:38:05,893 - Agent - INFO - Game: 16, Score: 0, Reward: -112.5, Epsilon: 0.9229311239742362
2024-05-15 21:38:06,384 - Agent - INFO - Game: 17, Score: 0, Reward: 6, Epsilon: 0.918316468354365
2024-05-15 21:38:06,868 - Agent - INFO - Game: 18, Score: 0, Reward: -12, Epsilon: 0.9137248860125932
2024-05-15 21:38:08,561 - Agent - INFO - Game: 19, Score: 0, Reward: -136.5, Epsilon: 0.9091562615825302
2024-05-15 21:38:09,523 - Agent - INFO - Game: 20, Score: 0, Reward: -54, Epsilon: 0.9046104802746175
2024-05-15 21:38:12,240 - Agent - INFO - Game: 21, Score: 0, Reward: -149.5, Epsilon: 0.9000874278732445
2024-05-15 21:38:15,330 - Agent - INFO - Game: 22, Score: 0, Reward: -194.0, Epsilon: 0.8955869907338783
2024-05-15 21:38:16,064 - Agent - INFO - Game: 23, Score: 0, Reward: 0, Epsilon: 0.8911090557802088
2024-05-15 21:38:16,798 - Agent - INFO - Game: 24, Score: 0, Reward: 0, Epsilon: 0.8866535105013078
2024-05-15 21:38:17,450 - Agent - INFO - Game: 25, Score: 0, Reward: 0, Epsilon: 0.8822202429488013
2024-05-15 21:38:19,442 - Agent - INFO - Game: 26, Score: 0, Reward: -105.0, Epsilon: 0.8778091417340573
2024-05-15 21:38:20,152 - Agent - INFO - Game: 27, Score: 0, Reward: 0, Epsilon: 0.8734200960253871
2024-05-15 21:38:20,823 - Agent - INFO - Game: 28, Score: 0, Reward: 0, Epsilon: 0.8690529955452602
2024-05-15 21:38:21,903 - Agent - INFO - Game: 29, Score: -1, Reward: -33.5, Epsilon: 0.8647077305675338
2024-05-15 21:38:22,589 - Agent - INFO - Game: 30, Score: 0, Reward: 0, Epsilon: 0.8603841919146962
2024-05-15 21:38:23,355 - Agent - INFO - Game: 31, Score: 0, Reward: -7.5, Epsilon: 0.8560822709551227
2024-05-15 21:38:25,848 - Agent - INFO - Game: 32, Score: 0, Reward: -164.0, Epsilon: 0.851801859600347
2024-05-15 21:38:26,684 - Agent - INFO - Game: 33, Score: 1, Reward: 0, Epsilon: 0.8475428503023453
2024-05-15 21:38:27,518 - Agent - INFO - Game: 34, Score: 0, Reward: 0, Epsilon: 0.8433051360508336
2024-05-15 21:38:29,115 - Agent - INFO - Game: 35, Score: 0, Reward: -58.0, Epsilon: 0.8390886103705794
2024-05-15 21:38:30,019 - Agent - INFO - Game: 36, Score: 0, Reward: 4, Epsilon: 0.8348931673187264
2024-05-15 21:38:30,831 - Agent - INFO - Game: 37, Score: 0, Reward: 0, Epsilon: 0.8307187014821328
2024-05-15 21:38:31,625 - Agent - INFO - Game: 38, Score: 0, Reward: 0, Epsilon: 0.8265651079747222
2024-05-15 21:38:32,390 - Agent - INFO - Game: 39, Score: 0, Reward: 0, Epsilon: 0.8224322824348486
2024-05-15 21:38:33,414 - Agent - INFO - Game: 40, Score: 0, Reward: 0, Epsilon: 0.8183201210226743
2024-05-15 21:38:34,719 - Agent - INFO - Game: 41, Score: 0, Reward: -33.5, Epsilon: 0.8142285204175609
2024-05-15 21:38:35,507 - Agent - INFO - Game: 42, Score: 0, Reward: 0, Epsilon: 0.810157377815473
2024-05-15 21:38:39,563 - Agent - INFO - Game: 43, Score: 0, Reward: -236.0, Epsilon: 0.8061065909263957
2024-05-15 21:38:40,466 - Agent - INFO - Game: 44, Score: 0, Reward: 0, Epsilon: 0.8020760579717637
2024-05-15 21:38:41,426 - Agent - INFO - Game: 45, Score: 0, Reward: 0, Epsilon: 0.798065677681905
2024-05-15 21:38:42,382 - Agent - INFO - Game: 46, Score: 0, Reward: 0, Epsilon: 0.7940753492934954
2024-05-15 21:38:43,301 - Agent - INFO - Game: 47, Score: 0, Reward: 0, Epsilon: 0.7901049725470279
2024-05-15 21:38:44,221 - Agent - INFO - Game: 48, Score: 0, Reward: 0, Epsilon: 0.7861544476842928
2024-05-15 21:38:45,202 - Agent - INFO - Game: 49, Score: 0, Reward: 0, Epsilon: 0.7822236754458713
2024-05-15 21:38:46,128 - Agent - INFO - Game: 50, Score: 0, Reward: 0, Epsilon: 0.778312557068642
2024-05-15 21:38:47,172 - Agent - INFO - Game: 51, Score: 0, Reward: 0, Epsilon: 0.7744209942832988
2024-05-15 21:38:48,083 - Agent - INFO - Game: 52, Score: 0, Reward: 0, Epsilon: 0.7705488893118823
2024-05-15 21:38:49,057 - Agent - INFO - Game: 53, Score: 0, Reward: 0, Epsilon: 0.7666961448653229
2024-05-15 21:38:50,010 - Agent - INFO - Game: 54, Score: 0, Reward: 0, Epsilon: 0.7628626641409962
2024-05-15 21:38:50,919 - Agent - INFO - Game: 55, Score: 0, Reward: 0, Epsilon: 0.7590483508202912
2024-05-15 21:38:52,097 - Agent - INFO - Game: 56, Score: 1, Reward: 23.0, Epsilon: 0.7552531090661897
2024-05-15 21:38:53,040 - Agent - INFO - Game: 57, Score: 0, Reward: 0, Epsilon: 0.7514768435208588
2024-05-15 21:38:53,963 - Agent - INFO - Game: 58, Score: 0, Reward: 0, Epsilon: 0.7477194593032545
